linea;sublinea;subgrupo;subgrup2;nombre;refer;codigo;nomprov;q_fin;s_fin;qventa;valoriz1;marca;nomb_marca;talla;refabrica;cod_ref;pvta1i
01;08;;;"VENTILADOR METALICO 8"" NEGRO JUANCHO";VMNG8;02246;;80;3027775,796;23;0;0310;JUANCHO;;;;68000
01;08;;;"VENTILADOR PARED 18"" SILENCE FORCE PLUS BL VE7791I0 SAMURAI";VE7791I0;08688;;15;2220000;1;0;0002;SAMURAI;;;;230000
01;08;;;"VENTILADOR PEDESTAL 16"" GRIS HECRSF-16G HOME ELEMENTS";HECRSF-16G;02287;;2;129723,616;4;0;0003;HOME ELEMENTS;;;;110000
01;08;;;"VENTILADOR PEDESTAL 18"" MAXI FLOW BLANCO HOME ELEMENTS";VENTPED18MAXIFLOWHE;04563;;1;89634,2;0;0;0003;HOME ELEMENTS;;;;148000
01;08;;;VENTILADOR PEDESTAL TURBO POWER BL VE2910I1 SAMURAI;VE2910I1;07493;;7;1007114,967;0;0;0002;SAMURAI;;;;215000
01;08;;;VENTILADOR RECARGABLE K-VM6B BLANCO KALLEY;K-VM6B;06241;;2;125210;1;0;0011;KALLEY;;;;99000
01;08;;;VENTILADOR SILENCE FORCE CONTROL REMOTO VE7758I0 SAMURAI;VE7758I0;06913;;1;215787,34;4;0;0002;SAMURAI;;;;348000
01;09;;;OLLA ARROCERA 1 LIBRA A GAS AGUILA;AGUILA;00295;;1;52910,05;0;0;0094;AGUILA;;;;85000
01;09;;;OLLA ARROCERA 1 LITRO GRIS HEAR10G HOME ELEMENTS;HEAR10G;08471;;6;542319,3;0;0;0003;HOME ELEMENTS;;;;152000
01;09;;;OLLA ARROCERA 1.8 LITROS CKSTRC5731W BLANCO OSTER;CKSTRC5731W;06636;;19;2361270,199;2;0;0007;OSTER;;;;205000
01;09;;;OLLA ARROCERA 1.8 LITROS HEOA-18AT AZ TQ HOME ELEMENTS;HEOA-18AT;07977;;8;863168,8485;0;0;0003;HOME ELEMENTS;;;;180000
01;09;;;OLLA ARROCERA 1.8 LITROS HEOA-18N NEGRA C/V HOME ELEMENTS;HEOA-18N;08233;;5;534684,15;0;0;0003;HOME ELEMENTS;;;;180000
01;09;;;OLLA ARROCERA 1.8 LITROS HEOA-18NC COBRE HOME ELEMENTS;HEOA-18NC;07695;;4;392593,4002;0;0;0003;HOME ELEMENTS;;;;165000
01;09;;;OLLA ARROCERA 1.8 LITROS HEOA-18V VIOLETA HOME ELEMENTS;HEOA-18V;07263;;3;286889;0;0;0003;HOME ELEMENTS;;;;160000
01;09;;;OLLA ARROCERA 1.8 LITROS HERC-180M MINT HOME ELEMENTS;HERC-180M;05033;;1;86593,3367;0;0;0003;HOME ELEMENTS;;;;145000
01;09;;;OLLA ARROCERA 1.8 LITROS NEGRA CKSTRC1700B OSTER;CKSTRC1700B;04674;;5;542435;0;0;0007;OSTER;;;;175000
01;09;;;OLLA ARROCERA 10 TAZAS 1.8 LITROS NEGRA ARC-S180BL ALTEZZA;ARC-S180BL;09175;;4;345536;0;0;0217;ALTEZZA;;;;138000
01;09;;;OLLA ARROCERA 10 TAZAS CKSTRC1700W BLANCO OSTER;CKSTRC1700W;07183;;2;223732;0;0;0007;OSTER;;;;188000
01;09;;;OLLA ARROCERA 10 TAZAS CKSTRC8029S SOFRITO GRIS OSTER;CKSTRC8029S;07185;;7;1074708,161;0;0;0007;OSTER;;;;250000
01;09;;;OLLA ARROCERA 10 TAZAS NEGRO L85320 UNIVERSAL;L85320;05179;;3;307494,75;0;0;0010;UNIVERSAL;;;;180000
01;09;;;OLLA ARROCERA 10 TAZAS RC620B NG BLACK & DECKER;RC620B;08579;;1;98329,4725;2;0;0014;BLACK & DECKER;;;;165000
01;09;;;OLLA ARROCERA 14 TAZAS RCS614 SOFRITO BL BLACK & DECKER;RCS614;07868;;2;3,3333;0;0;0014;BLACK & DECKER;;;;245000
01;09;;;OLLA ARROCERA 2LB GRIS L85180 10 TAZAS UNIVERSAL;L85180;05731;;2;219866,963;0;0;0010;UNIVERSAL;;;;190000
01;09;;;OLLA ARROCERA 7 TAZAS 1.5 LITROS NG L85330 UNIVERSAL;L85330;06048;;2;194126,1369;0;0;0010;UNIVERSAL;;;;160000
01;09;;;OLLA ARROCERA 7 TAZAS GRIS L85160 UNIVERSAL;L85160;07277;;2;192692,66;0;0;0010;UNIVERSAL;;;;165000
01;09;;;OLLA ARROCERA 7 TAZAS K-DRC14N DIGITAL NEGRO KALLEY;K-DRC14;07650;;3;272025;0;0;0011;KALLEY;;;;148000
01;09;;;OLLA ARROCERA 7 TAZAS K-DRC14R ROJA DIGITAL KALLEY;K-DRC14R;00566;;1;90675;1;0;0011;KALLEY;;;;148000
01;09;;;OLLA ARROCERA 8 TAZAS 1.5LTS 5861027270 GRIS IMUSA;5861027270;07660;;2;181617,52;2;0;0009;IMUSA;;;;148000
01;09;;;OLLA ARROCERA MULTICOOK ELITE 12 TAZAS L89835 UNIVERSAL;L89835;06392;;2;382424;0;0;0010;UNIVERSAL;;;;310000
01;09;;;OLLA ELECTRICA 6 EN 1 HECDY-40AV INOX HOME ELEMENTS;HECDY-40AV;07512;;1;184018;0;0;0003;HOME ELEMENTS;;;;310000
01;09;;;OLLA MULTIFUNCIONAL 6 LITROS PRESION PCC20 ELECTROLUX;PCC20;08311;;2;568068;1;0;0031;ELECTROLUX;;;;445000
01;09;;;OLLA PRESION MULTIFUNCIONAL 6 LITROS PR100SD BLACK & DECKER;PR100SD;08103;;3;733804,5;0;0;0014;BLACK & DECKER;;;;380000
01;10;;;BATIDORA DE MANO 150W AHM-414BL ALTEZZA;AHM-414BL;10378;;5;222683,15;1;0;0217;ALTEZZA;;;;75000
01;10;;;BATIDORA DE MANO 2499 BLANCA OSTER;2499;04671;;12;908669,061;0;0;0007;OSTER;;;;135000
01;10;;;BATIDORA DE MANO ELITE INOX 300W L92860 UNIVERSAL;L92860;09067;;3;217338,24;1;0;0010;UNIVERSAL;;;;118000
01;10;;;BATIDORA DE MANO FPSTHM101 5 VEL. OSTER;FPSTHM101;07316;;18;186336;1;0;0007;OSTER;;;;120000
01;10;;;BATIDORA DE MANO FPSTHMAMR HEATSOFT BL 270W OSTER;FPSTHMAMR;07355;;3;404067;0;0;0007;OSTER;;;;225000
01;10;;;BATIDORA DE MANO K-MBAM30B01 BL 5V 300W KALLEY;K-MBAM30B01;06234;;1;60588;2;0;0011;KALLEY;;;;95000
01;10;;;BATIDORA PEDESTAL 2.5 LITROS S2611 OSTER;S2611 OSTER;02626;;1;136615,335;1;0;0007;OSTER;;;;260000
01;10;;;BATIDORA PEDESTAL MX1200B NEGRA BLACK & DECKER;MX1200B;05914;;2;376336;0;0;0014;BLACK & DECKER;;;;320000
01;10;;;BATIDORA PEDESTAL MX900 250W BLACK & DECKER;MX900;02082;;5;541607;0;0;0014;BLACK & DECKER;;;;245000
01;11;;;PLANCHA A ROPA VAPOR GCSTBS5907 DORADO ANTIADHERENTE OSTER;GCSTBS5907;07605;;1;59663,8711;0;0;0007;OSTER;;;;98000
01;11;;;PLANCHA A VAPOR IRBD100 QUICK N EASY BLACK & DECKER;IRBD100;03602;;1;19748;0;0;0014;BLACK & DECKER;;;;58000
01;11;;;PLANCHA A VAPOR Y SECA HEPL-188-14206 HOME ELEMENTS;HEPL-188-14206;02135;;5;130718,95;0;0;0003;HOME ELEMENTS;;;;62000
01;11;;;PLANCHA DE ROPA A CARBON AF PRCAFAA ALUMINIOS ANTIOQUIA;PRCAFAA;08883;;1;25716;0;0;0625;ALUMINIOS ANTIOQUIA;;;;48000
01;11;;;PLANCHA DE ROPA AEROCERAMIC GCSTAC6953 PL-RJ OSTER;GCSTAC6953;08171;;18;2082609;0;0;0007;OSTER;;;;190000
01;11;;;PLANCHA DE ROPA ANTIAD. VERDE GCSTBS6001 OSTER;GCSTBS6001;09506;;21;1332345;1;0;0007;OSTER;;;;102000
01;11;;;PLANCHA DE ROPA GCSTBS3803-013 1000W VERDE OSTER;GCSTBS3803-013;07186;;88;3179831,6;12;0;0007;OSTER;;;;72000
01;11;;;PLANCHA DE ROPA ICR1924 CB/RETRACTIL VERDE BLACK & DECKER;ICR1924;09878;;1;83625;0;0;0014;BLACK & DECKER;;;;135000
01;11;;;PLANCHA DE ROPA ROSA GCSTBS5053 CERAMICA OSTER;GCSTBS5053;08172;;4;178152;1;0;0007;OSTER;;;;72000
01;11;;;PLANCHA DE ROPA VAPOR GCSTBS5004-013 ROJA OSTER;GCSTBS5004-013;07361;;153;6814286,46;1;0;0007;OSTER;;;;72000
01;11;;;PLANCHA DE ROPA VAPOR IRBD300 AZUL TRIEGLIDE BLACK & DECKER;IRBD300;08891;;4;140480,3262;2;0;0014;BLACK & DECKER;;;;62000
01;11;;;PLANCHA DE ROPA VAPOR IRBD315 VERDE BLACK & DECKER;IRBD315 VD;09820;;2;74539,8;0;0;0014;BLACK & DECKER;;;;62000
01;11;;;PLANCHA DE VAPOR AEROCERAMIC GCSTBS6052 AZUL OSTER;GCSTBS6052;10052;;3;251016;1;0;0007;OSTER;;;;135000
01;11;;;PLANCHA DE VAPOR PROFESIONAL IR3373-3APLA POWER XL;IR3373-3APLA;10326;;1;120084,03;0;0;0684;POWER XL;;;;195000
01;11;;;PLANCHA SECA CON ROCIADOR HOME ELEMENTS;;01819;;12;250578,0834;4;0;0003;HOME ELEMENTS;;;;42000
01;11;;;PLANCHA SECA ROPA L40600 NEGRA UNIVERSAL;L40600;07397;;5;273359;4;0;0010;UNIVERSAL;;;;92000
01;11;;;PLANCHA VAPOR EASYLINE SIE70 VERDE 1250W ELECTROLUX;SIE70;08426;;1;73950;0;0;0031;ELECTROLUX;;;;120000
01;11;;;PLANCHA VAPOR INTELIGENTE E7SI1-2WBL 1500W BL-AZ ELECTROLUX;E7SI1-2WBL;08425;;2;310924;0;0;0031;ELECTROLUX;;;;260000
01;11;;;PLANCHA VAPOR SMART STEAM IR1850 MORADO BLACK & DECKER;IR1850;08493;;1;94117,65;0;0;0014;BLACK & DECKER;;;;150000
01;11;;;PLANCHA VAPOR STEAM LINE SIV12 1500W AZUL ELECTROLUX;SIV12;08427;;1;105042;0;0;0031;ELECTROLUX;;;;170000
01;12;;;CONGELADOR EXHIBIDOR 254LT/HORIZ/2P JLC-439 JLC;JLC-439;04303;;1;1383109,24;0;0;0050;JLC;;;;2140000
01;12;;;CONGELADOR HORIZONTAL 138 LITROS EFCC15C3HQW ELECTROLUX;EFCC15C3HQW;02223;;3;2788236;0;0;0031;ELECTROLUX;;;;1440000
01;12;;;CONGELADOR HORIZONTAL 140 LITROS CH226 DUAL CHALLENGER;CH226;05866;;4;3310084,5;0;0;0044;CHALLENGER;;;;1348000
01;12;;;CONGELADOR HORIZONTAL 142 LITROS JLC-186 JLC;JLC-186;05132;;4;2483697,49;0;0;0050;JLC;;;;965000
01;12;;;CONGELADOR HORIZONTAL 142 LITROS K-CH142L2 KALLEY;K-CH142L2;06245;;2;1261975;2;0;0011;KALLEY;;;;995000
01;12;;;CONGELADOR HORIZONTAL 142 LITROS MDRC142FGM01CO MIDEA;MDRC142FGM01CO;07993;;1;682352,5;0;0;0493;MIDEA;;;;1055000
01;12;;;CONGELADOR HORIZONTAL 188 LITROS ALASKA200B5 MABE;ALASKA200B5;10318;;1;839496;0;0;0033;MABE;;;;1300000
01;12;;;CONGELADOR HORIZONTAL 198 LITROS CH-DPB-250BL1 INDUCOL;CH-DPB-250BL1;10294;;1;820000;0;0;0508;INDUCOL;;;;1270000
01;12;;;CONGELADOR HORIZONTAL 198 LITROS MDRC199FGM01CO MIDEA;MDRC199FGM01CO;07552;;2;1586545;0;0;0493;MIDEA;;;;1222000
01;12;;;CONGELADOR HORIZONTAL 200 LITROS CH332 CHALLENGER;CH332;05469;;2;1911297,778;0;0;0044;CHALLENGER;;;;1505000
01;12;;;CONGELADOR HORIZONTAL 200 LITROS EFCC20C3HQW ELECTROLUX;EFCC20C3HQW;01113;;1;855462;1;0;0031;ELECTROLUX;;;;1325000
01;12;;;CONGELADOR HORIZONTAL 249 LITROS MFCD09P2NABWCO MIDEA;MFCD09P2NABWCO;07551;;1;1049580;0;0;0493;MIDEA;;;;1625000
01;12;;;CONGELADOR HORIZONTAL 288 LITROS 1P  JLC-384 JLC;JLC-384;03702;;2;2163417,373;0;0;0050;JLC;;;;1675000
01;12;;;CONGELADOR HORIZONTAL 288 LITROS CH-DPB-370BL1 INDUCOL;CH-DPB-370BL1;06595;;1;1549140;0;0;0508;INDUCOL;;;;2400000
01;12;;;CONGELADOR HORIZONTAL 295 LITROS K-CH295L02 KALLEY;CH295L02;06236;;1;1229207,66;0;0;0011;KALLEY;;;;1905000
01;12;;;CONGELADOR HORIZONTAL 297 LITROS BD297/FC39D1NZWC HISENSE;BD297/FC39D1NZWC;07995;;3;3529410;0;0;0558;HISENSE;;;;1820000
01;12;;;CONGELADOR HORIZONTAL 2P 418 LITROS JLC-543 JLC;JLC-543;04304;;3;4461932,775;0;0;0050;JLC;;;;2250000
01;12;;;CONGELADOR HORIZONTAL 2P 508 LITROS JLC-677 JLC;JLC-677;08191;;4;6668571,42;0;0;0050;JLC;;;;2468000
01;12;;;CONGELADOR HORIZONTAL 318 LITROS EFCC32C3HQW ELECTROLUX;EFCC32C3HQW;02564;;1;1192437;2;0;0031;ELECTROLUX;;;;1845000
01;12;;;CONGELADOR HORIZONTAL 358 LITROS EFCC38C3HQW ELECTROLUX;EFCC38C3HQW;02529;;2;2929622,124;0;0;0031;ELECTROLUX;;;;2200000
01;12;;;CONGELADOR HORIZONTAL 430 LITROS ALASKA430BH MABE;ALASKA430BH;10502;;2;3191596;0;0;0033;MABE;;;;2470000
01;12;;;CONGELADOR HORIZONTAL 490 LITROS CH3961401 BLANCO CHALLENGER;CH3961401;04147;;2;3754449,163;0;0;0044;CHALLENGER;;;;2935000
01;12;;;CONGELADOR HORIZONTAL 508 LITROS EFC50W3HTW DUAL ELECTROLUX;EFC50W3HTW;05468;;3;5991428,8;0;0;0031;ELECTROLUX;;;;2880000
01;12;;;CONGELADOR HORIZONTAL 508 LITROS K-CH508L DUAL KALLEY;K-CH508L;08177;;4;6550676;0;0;0011;KALLEY;;;;2535000
01;12;;;CONGELADOR HORIZONTAL 509 LITROS CH-E-18BL1CD INDUCOL;CH-E-18BL1CD;09400;;1;3353000;0;0;0508;INDUCOL;;;;5190000
01;12;;;CONGELADOR HORIZONTAL 515 LITROS ALASKA520B2  BLANCO MABE;ALASKA520B2 MABE;02649;;1;2792438;0;0;0033;MABE;;;;4320000
01;12;;;CONGELADOR HORIZONTAL 520 LITROS ALASKA520BH MABE;ALASKA520BH;10503;;1;1982353;0;0;0033;MABE;;;;3070000
01;12;;;CONGELADOR HORIZONTAL 824 LITROS CH-PB-28BL1CD-INV INDUCOL;CH-PB-28BL1CD-INV;06777;;1;5312934;0;0;0508;INDUCOL;;;;8220000
01;12;;;CONGELADOR HORIZONTAL 95 LITROS BD96/FC12D1NZWC HISENSE;BD96/FC12D1NZWC;07639;;4;2869244;0;0;0558;HISENSE;;;;1110000
01;12;;;CONGELADOR HORIZONTAL 99 LITROS JLC-130 JLC;JLC-130;08192;;1;544103,6409;3;0;0050;JLC;;;;830000
01;12;;;CONGELADOR HORIZONTAL 99 LITROS K-CH99L2 DUAL KALLEY;K-CH99L2;08318;;1;582213,6667;0;0;0011;KALLEY;;;;860000
01;12;;;CONGELADOR HORIZONTAL A GAS 191 LITROS XD-200 VANTI;XD-200;07052;;1;4950000;0;0;0533;VANTI;;;;6930000
01;12;;;CONGELADOR HORIZONTAL CH363 337 LITROS CHALLENGER;CH363;05378;;4;5206724;0;0;0044;CHALLENGER;;;;2015000
01;12;;;CONGELADOR T/HORIZONTAL 198 LITROS JLC-259 JLC;JLC-259;03834;;3;2172857,15;0;0;0050;JLC;;;;1145000
01;12;;;CONGELADOR VITRINA 126 LITROS FRIGO HV-210-RHC INDUFRIAL;FRIGO HV-210-RHC;06847;;1;2057983;0;0;0384;INDUFRIAL;;;;3185000
01;12;;;CONGELADOR VITRINA HORIZONTAL 254 LITROS K-SCH254B KALLEY;K-SC254B;04681;;3;4585128,993;0;0;0011;KALLEY;;;;2275000
01;12;;;VITRINA HORIZONTAL MIXTA 236 LTS VH-M-19BL1CDLD INDUCOL;VH-M-19BL1CDLD;07689;;2;8086136;0;0;0508;INDUCOL;;;;6255000
01;13;;;CONGELADOR VITRINA VERTICAL 385 LITROS CV-20BL1DICD INDUCOL;CV-20BL1DICD;07699;;1;5831000;0;0;0508;INDUCOL;;;;9025000
01;13;;;NEVERA 3 PUERTAS DE VITRINA M-VR33 648 LITROS IMBERA;M-VR33;06457;;1;6613271;0;0;0207;IMBERA;;;;10235000
01;13;;;NEVERA 374 LITROS PANORAMICA VR17 IMBERA;IMBERA VR17;01154;;1;3479576;0;0;0207;IMBERA;;;;5385000
01;13;;;REFRIGERADOR VITRINA 2 PUERTAS 528 LITROS JLC-510SC JLC;JLC-510SC;10301;;2;7562857,14;0;0;0050;JLC;;;;5850000
01;13;;;REFRIGERADOR VITRINA 330 LITROS NV13 1P IMBERA;NV13;08018;;1;2403488;0;0;0207;IMBERA;;;;3720000
01;13;;;REFRIGERADOR VITRINA 520 LITROS G326 2 PUERTAS IMBERA;G326;04755;;2;10492297,2;0;0;0207;IMBERA;;;;8120000
01;13;;;VITRINA EXHIBIDORA 211 LITROS JLC-281 JLC;JLC-281;08225;;2;2856974,79;0;0;0050;JLC;;;;2210000
01;13;;;VITRINA VERTICAL 309 LITROS JLC-411 1P JLC;JLC-411;04058;;1;1580681,607;0;0;0050;JLC;;;;2330000
01;13;;;VITRINA VERTICAL 309 LITROS K-CH309L KALLEY;K-CH309L;04350;;4;6244728;1;0;0011;KALLEY;;;;2418000
01;13;;;VITRINA VERTICAL 325 LITROS VV-15DBL1PV INDUCOL;VV-15DBL1PV;09401;;1;3236989;0;0;0508;INDUCOL;;;;5010000
01;13;;;VITRINA VERTICAL 364 LITROS GRIS FORTE V17 INDUFRIAL;FORTE V17;04746;;1;3027171;0;0;0384;INDUFRIAL;;;;4900000
01;13;;;VITRINA VERTICAL 421 LITROS VV-20DBL1PV INDUCOL;VV-20DBL1PV;09399;;2;6911758;0;0;0508;INDUCOL;;;;5350000
01;14;01;;"ESTUFA 20"" 4 PUESTOS AT-101-3N NEGRA TORRE INOX ABBA";AT-101-3N;03959;;2;924202;0;0;0017;ABBA;;;;715000
01;14;01;;"ESTUFA 4 PUESTOS 20"" TX1G6CON HORNO GRILL INOX MABE";TX1G6CON;06516;;1;842548,3333;1;0;0033;MABE;;;;1320000
01;14;01;;ESTUFA 4 PUESTOS AB 201-6 N GT HORNO GRILL NEGRA ABBA;AB 201-6 N GT;05807;;1;647686;1;0;0017;ABBA;;;;1005000
01;14;01;;ESTUFA 4 PUESTOS CON HORNO AG101-5 VIDRIO NEGRO ABBA;AG101-5;08926;;1;724398;0;0;0017;ABBA;;;;1122000
01;14;01;;ESTUFA 4 PUESTOS CROMA BILBAO PLUS INDURAMA;BILBAO PLUS;06402;;3;2437817;0;0;0208;INDURAMA;;;;1160000
01;14;01;;ESTUFA 4 PUESTOS FLORENCIA QUARZO FLO054 INDURAMA;FLORENCIA FLO054;04748;;1;1247899;0;0;0208;INDURAMA;;;;1933000
01;14;01;;ESTUFA 4 PUESTOS HORNO AGB-101-5 NG ABBA;AGB-101-5;10316;;1;712199;0;0;0017;ABBA;;;;1105000
01;14;01;;ESTUFA 4 PUESTOS HORNO AT 101-5NN TORRE NG ABBA;AT 101-5NN;09970;;2;1006541;0;0;0017;ABBA;;;;780000
01;14;01;;ESTUFA 4 PUESTOS HORNO GRANADA QUARZO GRA046 INDURAMA;GRA046;05083;;1;1014285,5;0;0;0208;INDURAMA;;;;1570000
01;14;01;;ESTUFA 4 PUESTOS HORNO MERIDA SPAZIOPLUS INDURAMA;30000975 MERIDA;07731;;2;2073950;0;0;0208;INDURAMA;;;;1605000
01;14;01;;ESTUFA 4 PUESTOS HORNO ROMERO50TGPNE TORRE NG HACEB;ROMERO50TGPNE;06035;;4;1998901,867;0;0;0030;HACEB;;;;775000
01;14;01;;ESTUFA 4 PUESTOS HORNO VALENCIA ZAFIRO INDURAMA;30000904 VALENCIA;07730;;2;2381513;0;0;0208;INDURAMA;;;;1845000
01;14;01;;ESTUFA 4 PUESTOS HORNO VIENA SPAZIOPLUS INDURAMA;VIE019;07733;;2;2040336;0;0;0208;INDURAMA;;;;1580000
01;14;01;;ESTUFA 4 PUESTOS HORNO-GRILL CADIZ 30001498 INDURAMA;30001498;10506;;2;1277310;0;0;0208;INDURAMA;;;;990000
01;14;01;;ESTUFA 4 PUESTOS HORNO-GRILL FLORENCIA ZAFIRO INDURAMA;30000848 FLORENCIA Z;07727;;1;1421008,5;0;0;0208;INDURAMA;;;;2200000
01;14;01;;ESTUFA 4 PUESTOS HORNO-GRILL MILAN ZAFIRO INDURAMA;30000852 MILAN ZF;07728;;2;2621849;0;0;0208;INDURAMA;;;;2030000
01;14;01;;ESTUFA 4 PUESTOS HORNO-GRILL MODENA ZAFIRO INDURAMA;30000900 MODENA;07729;;1;1305042;0;0;0208;INDURAMA;;;;2020000
01;14;01;;ESTUFA 4 PUESTOS HORNO-GRILL ROMEROCRISTAL50GPNE HACEB;ROMERO CRISTAL 50 GE;09674;;2;1876001,63;0;0;0030;HACEB;;;;1455000
01;14;01;;ESTUFA 5 PUESTOS DOBLE HORNO INOX 76DXR ELECTROLUX;76DXR;08640;;1;2630252;0;0;0031;ELECTROLUX;;;;4070000
01;14;01;;ESTUFA 5 PUESTOS HORNO-GRILL 76GSR INOX ELECTROLUX;76GSR;08641;;1;2302521;0;0;0031;ELECTROLUX;;;;3565000
01;14;01;;ESTUFA DE HORNO 4 PUESTOS DUBLIN GRIS INDURAMA;DUBLIN;10209;;2;973110;0;0;0208;INDURAMA;;;;755000
01;14;01;;"ESTUFA HORNO 4 PUESTOS 20"" AT 203-3 GT VIDRIO NEGRO ABBA";AT 203-3 GT NEGRO;05840;;2;1837206;0;0;0017;ABBA;;;;1425000
01;14;01;;ESTUFA HORNO 4 PUESTOS HORNO-GRILLMILAN QUA MIL035 INDURAMA;MIL035;06403;;2;2349580;0;0;0208;INDURAMA;;;;1820000
01;14;01;;ESUFA 4 PUESTOS ROMEROREFLEX50VGPNE HORNO T/VIDRIO NE HACEB;ROMEROREFLEX50VGPNE;06034;;3;1862643;0;0;0030;HACEB;;;;962000
01;14;02;;ESTUFA 1 PUESTO A GASOLINA 6019 CONTINENTAL;6019;01594;;10;1179900;2;0;0035;CONTINENTAL;;;;185000
01;14;02;;ESTUFA 2 PUESTOS A GAS 2028 ESMALTADA ECO CONTINENTAL;2028;01587;;2;132170,1753;1;0;0035;CONTINENTAL;;;;105000
01;14;02;;ESTUFA 2 PUESTOS A GAS SG-200-1 QA QUEMADOR ALUMINIO ABBA;SG-200-1 QA;02373;;17;1110215,6;43;0;0017;ABBA;;;;105000
01;14;02;;ESTUFA 2 PUESTOS A GAS SG-200-1QL LAMINA ABBA;SG-200-1QL ABBA;02372;;135;8206845,75;22;0;0017;ABBA;;;;98000
01;14;02;;ESTUFA 2 PUESTOS A GASOLINA 6095 CONTINENTAL;6095;03628;;1;145958;0;0;0035;CONTINENTAL;;;;230000
01;14;02;;ESTUFA 2 PUESTOS ACERO LUJO INOX NEGRA 2141 CONTINENTAL;2141 NG;01588;;3;325128;2;0;0035;CONTINENTAL;;;;168000
01;14;02;;ESTUFA 2 PUESTOS ACERO ROJA GP YAMAGAS;ROJA GP;06023;;3;325210,08;0;0;0259;YAMAGAS;;;;168000
01;14;02;;ESTUFA 2 PUESTOS DE GAS COCINETAARGAS-2GP HACEB;COCINETAARGAS-2GP;01442;;13;860366;3;0;0030;HACEB;;;;105000
01;14;02;;ESTUFA 2 PUESTOS DE LUJO 2103 BEIGE CONTINENTAL;2103 BEIGE;02313;;2;224675,04;1;0;0035;CONTINENTAL;;;;175000
01;14;02;;ESTUFA 2 PUESTOS DE LUJO INOX 2127 GRIS CONTINENTAL;2127 GRIS;02314;;6;650256;0;0;0035;CONTINENTAL;;;;168000
01;14;02;;ESTUFA 2 PUESTOS DE LUJO INOX GRIS YAMAGAS;2P INOX GR;03548;;4;433613,44;0;0;0259;YAMAGAS;;;;168000
01;14;02;;ESTUFA 2 PUESTOS ECONOMICA YAMAGAS;YAMAGAS 2P;02319;;24;1472268,96;0;0;0259;YAMAGAS;;;;95000
01;14;02;;ESTUFA 2 PUESTOS ELECTRICA COCINETA ARELEC-2 HACEB;ARELEC-2;01441;;3;342680,875;0;0;0030;HACEB;;;;180000
01;14;02;;ESTUFA 2 PUESTOS ELECTRICA HE-003LN HOME ELEMENTS;HE-003LN;09135;;4;206380,24;2;0;0003;HOME ELEMENTS;;;;85000
01;14;02;;ESTUFA 2 PUESTOS INOX NEGRA YAMAGAS;2P NG YAMAGAS;03547;;4;433613,44;0;0;0259;YAMAGAS;;;;168000
01;14;02;;ESTUFA 3 PUESTOS A GAS 3049 ESMALTADA CONTINENTAL;3049 CONTINENTAL;02315;;5;541880;4;0;0035;CONTINENTAL;;;;170000
01;14;02;;ESTUFA 4 PUESTOS 4930 FULL INOX LUJO QA E.ELEC CONTINENTAL;4930 EN. ELEC;10596;;1;225055;1;0;0035;CONTINENTAL;;;;350000
01;14;02;;ESTUFA 4 PUESTOS 4947 NEGRA LUJO INOX QA CONTINENTAL;4947 NEGRA;02404;;4;748219,5999;3;0;0035;CONTINENTAL;;;;295000
01;14;02;;ESTUFA 4 PUESTOS A GAS 4022 NG ESMALTADA QL CONTINENTAL;4022 GRIS;02406;;4;538384;4;0;0035;CONTINENTAL;;;;210000
01;14;02;;ESTUFA 4 PUESTOS A GAS 4176 INOX QA NEGRA CONTINENTAL;4176 NEGRA;02395;;4;741152;2;0;0035;CONTINENTAL;;;;288000
01;14;02;;ESTUFA 4 PUESTOS A GAS 4282 NEGRA ESMALTADA QA CONTINENTAL;4282 NEGRA;02397;;5;917700;1;0;0035;CONTINENTAL;;;;285000
01;14;02;;ESTUFA 4 PUESTOS A GAS 4381 ESM. QL NEGRA CONTINENTAL;4381 NEGRA;02393;;5;799710;0;0;0035;CONTINENTAL;;;;250000
01;14;02;;ESTUFA 4 PUESTOS A GAS LUJO INOX 4046 GRIS CONTINENTAL;4046 INOX GRIS;02403;;3;555864;3;0;0035;CONTINENTAL;;;;290000
01;14;02;;ESTUFA 4 PUESTOS A GAS TAPA VIDRIO 4039 NEGRA CONTINENTAL;4039 T/P NEGRA;02413;;3;646978,5;1;0;0035;CONTINENTAL;;;;340000
01;14;02;;ESTUFA 4 PUESTOS ACERO QA S4AG GRIS YAMAGAS;S4AG GRIS;02385;;11;1885714,27;1;0;0259;YAMAGAS;;;;268000
01;14;02;;ESTUFA 4 PUESTOS ACERO QA S4AN NEGRA YAMAGAS;S4AN NEGRA;02384;;6;1028571,42;4;0;0259;YAMAGAS;;;;268000
01;14;02;;ESTUFA 4 PUESTOS ACERO QA S4AR ROJA YAMAGAS;S4AR ROJA;02391;;10;1714285,7;2;0;0259;YAMAGAS;;;;268000
01;14;02;;ESTUFA 4 PUESTOS AMARILLO FIORENTINA CON TAPA ECOLINE;FIORENTINA AMARILLO;06166;;13;2234245;3;0;0476;ECOLINE;;;;305000
01;14;02;;ESTUFA 4 PUESTOS BEIGE FIORENTINA CON TAPA ECOLINE;FIORENTINA CON TAPA;05962;;4;675866,6666;6;0;0476;ECOLINE;;;;305000
01;14;02;;ESTUFA 4 PUESTOS DE LUJO 4343 INOX GRIS QL CONTINENTAL;4343;07576;;4;614713,3334;0;0;0035;CONTINENTAL;;;;248000
